,Token,N_Ocorrencia,Length
2743,peddur,1,6
2744,wax,2,3
2745,commiss,1,7
2746,mani,13,4
2747,theme,1,5
2748,franc,9,5
2749,petruchio,4,9
2750,evil,2,4
2751,hous,11,4
2752,express,2,7
2753,frozen,1,6
2754,went,2,4
2755,shrum,1,5
2756,remain,2,6
2757,guil,1,4
2758,sensual,1,7
2759,hermia,1,6
2760,cromwel,1,7
2761,juliu,2,5
2762,behold,4,6
2763,except,2,6
2764,nought,2,6
2765,dinner,3,6
2766,dri,2,3
2767,prate,1,5
2768,found,6,5
2769,tarsu,1,5
2770,follow,10,6
2771,disprezag,1,9
2772,heavenli,2,8
2773,eild,1,4
2774,crownheart,1,10
2775,abroad,1,6
2776,swift,2,5
2777,chid,3,4
2778,ride,1,4
2779,hypous,1,6
2780,bupti,1,5
2781,paragon,1,7
2782,malic,1,5
2783,arder,1,5
2784,rob,1,3
2785,fraught,1,7
2786,wealth,2,6
2787,restor,1,6
2788,thought,18,7
2789,go,45,2
2790,id,1,2
2791,degre,2,5
2792,deciu,1,5
2793,disjack,1,7
2794,outlaw,2,6
2795,poster,1,6
2796,dat,1,3
2797,ferend,1,6
2798,pair,1,4
2799,deliber,1,7
2800,oppos,1,5
2801,kind,6,4
2802,steep,1,5
2803,caret,1,5
2804,london,2,6
2805,littl,12,5
2806,murmur,1,6
2807,ambassador,3,10
2808,resolut,1,7
2809,home,3,4
2810,hurder,1,6
2811,contract,2,8
2812,houdli,1,6
2813,iron,1,4
2814,youll,4,5
2815,speed,7,5
2816,enterpris,1,9
2817,arrest,1,6
2818,oath,3,4
2819,easi,1,4
2820,vincentio,9,9
2821,stood,2,5
2822,glass,2,5
2823,sweat,1,5
2824,seed,1,4
2825,discharg,2,8
2826,proud,8,5
2827,that,8,4
2828,right,8,5
2829,sovereign,5,9
2830,minist,1,6
2831,wolcest,1,7
2832,devil,2,5
2833,embur,1,5
2834,puissant,1,8
2835,coriolanu,8,9
2836,truli,4,5
2837,meat,1,4
2838,account,1,7
2839,wager,1,5
2840,laughest,1,8
2841,eed,1,3
